pair,signal_bar_time,lookup_date,d1_row_date_full,d1_row_date_trunc,feature,full_pipeline_value,truncated_pipeline_value,match
GBP_CAD,2025-11-13 08:00:00,2025-11-12,2025-11-12,2025-11-12,d1_trend_state,0,0,1
GBP_CAD,2025-11-13 08:00:00,2025-11-12,2025-11-12,2025-11-12,d1_pos_in_20d_range,0.1131343787,0.1131343787,1
GBP_CAD,2025-11-13 08:00:00,2025-11-12,2025-11-12,2025-11-12,d1_ret_5d_atr,-0.220218732,-0.220218732,1
GBP_CAD,2025-11-13 08:00:00,2025-11-12,2025-11-12,2025-11-12,d1_rsi_14,38.21408063,38.21408063,1
GBP_CAD,2025-11-13 08:00:00,2025-11-12,2025-11-12,2025-11-12,d1_close_above_kijun,0,0,1
GBP_CAD,2025-11-13 08:00:00,2025-11-12,2025-11-12,2025-11-12,d1_bars_since_swing_high,18,18,1
GBP_CAD,2025-11-13 08:00:00,2025-11-12,2025-11-12,2025-11-12,d1_bars_since_swing_low,10,10,1
NZD_CHF,2025-11-20 12:00:00,2025-11-19,2025-11-19,2025-11-19,d1_trend_state,0,0,1
NZD_CHF,2025-11-20 12:00:00,2025-11-19,2025-11-19,2025-11-19,d1_pos_in_20d_range,0.3078369906,0.3078369906,1
NZD_CHF,2025-11-20 12:00:00,2025-11-19,2025-11-19,2025-11-19,d1_ret_5d_atr,-0.1680152805,-0.1680152805,1
NZD_CHF,2025-11-20 12:00:00,2025-11-19,2025-11-19,2025-11-19,d1_rsi_14,39.79124492,39.79124492,1
NZD_CHF,2025-11-20 12:00:00,2025-11-19,2025-11-19,2025-11-19,d1_close_above_kijun,0,0,1
NZD_CHF,2025-11-20 12:00:00,2025-11-19,2025-11-19,2025-11-19,d1_bars_since_swing_high,15,15,1
NZD_CHF,2025-11-20 12:00:00,2025-11-19,2025-11-19,2025-11-19,d1_bars_since_swing_low,23,23,1
AUD_CHF,2025-12-17 08:00:00,2025-12-16,2025-12-16,2025-12-16,d1_trend_state,0,0,1
AUD_CHF,2025-12-17 08:00:00,2025-12-16,2025-12-16,2025-12-16,d1_pos_in_20d_range,0.5142711519,0.5142711519,1
AUD_CHF,2025-12-17 08:00:00,2025-12-16,2025-12-16,2025-12-16,d1_ret_5d_atr,-1.844700203,-1.844700203,1
AUD_CHF,2025-12-17 08:00:00,2025-12-16,2025-12-16,2025-12-16,d1_rsi_14,50.197577,50.197577,1
AUD_CHF,2025-12-17 08:00:00,2025-12-16,2025-12-16,2025-12-16,d1_close_above_kijun,1,1,1
AUD_CHF,2025-12-17 08:00:00,2025-12-16,2025-12-16,2025-12-16,d1_bars_since_swing_high,30,30,1
AUD_CHF,2025-12-17 08:00:00,2025-12-16,2025-12-16,2025-12-16,d1_bars_since_swing_low,20,20,1
NZD_CHF,2025-11-12 00:00:00,2025-11-11,2025-11-11,2025-11-11,d1_trend_state,0,0,1
NZD_CHF,2025-11-12 00:00:00,2025-11-11,2025-11-11,2025-11-11,d1_pos_in_20d_range,0.1970198675,0.1970198675,1
NZD_CHF,2025-11-12 00:00:00,2025-11-11,2025-11-11,2025-11-11,d1_ret_5d_atr,-1.113039105,-1.113039105,1
NZD_CHF,2025-11-12 00:00:00,2025-11-11,2025-11-11,2025-11-11,d1_rsi_14,36.1264697,36.1264697,1
NZD_CHF,2025-11-12 00:00:00,2025-11-11,2025-11-11,2025-11-11,d1_close_above_kijun,0,0,1
NZD_CHF,2025-11-12 00:00:00,2025-11-11,2025-11-11,2025-11-11,d1_bars_since_swing_high,42,42,1
NZD_CHF,2025-11-12 00:00:00,2025-11-11,2025-11-11,2025-11-11,d1_bars_since_swing_low,17,17,1
GBP_CAD,2025-12-01 08:00:00,2025-11-30,2025-11-28,2025-11-28,d1_trend_state,0,0,1
GBP_CAD,2025-12-01 08:00:00,2025-11-30,2025-11-28,2025-11-28,d1_pos_in_20d_range,0.5549633578,0.5549633578,1
GBP_CAD,2025-12-01 08:00:00,2025-11-30,2025-11-28,2025-11-28,d1_ret_5d_atr,0.167628416,0.167628416,1
GBP_CAD,2025-12-01 08:00:00,2025-11-30,2025-11-28,2025-11-28,d1_rsi_14,48.14394199,48.14394199,1
GBP_CAD,2025-12-01 08:00:00,2025-11-30,2025-11-28,2025-11-28,d1_close_above_kijun,0,0,1
GBP_CAD,2025-12-01 08:00:00,2025-11-30,2025-11-28,2025-11-28,d1_bars_since_swing_high,30,30,1
GBP_CAD,2025-12-01 08:00:00,2025-11-30,2025-11-28,2025-11-28,d1_bars_since_swing_low,22,22,1
USD_CAD,2025-11-24 08:00:00,2025-11-23,2025-11-21,2025-11-21,d1_trend_state,1,1,1
USD_CAD,2025-11-24 08:00:00,2025-11-23,2025-11-21,2025-11-21,d1_pos_in_20d_range,0.8382759984,0.8382759984,1
USD_CAD,2025-11-24 08:00:00,2025-11-23,2025-11-21,2025-11-21,d1_ret_5d_atr,1.321577007,1.321577007,1
USD_CAD,2025-11-24 08:00:00,2025-11-23,2025-11-21,2025-11-21,d1_rsi_14,60.15883993,60.15883993,1
USD_CAD,2025-11-24 08:00:00,2025-11-23,2025-11-21,2025-11-21,d1_close_above_kijun,1,1,1
USD_CAD,2025-11-24 08:00:00,2025-11-23,2025-11-21,2025-11-21,d1_bars_since_swing_high,12,12,1
USD_CAD,2025-11-24 08:00:00,2025-11-23,2025-11-21,2025-11-21,d1_bars_since_swing_low,17,17,1
